tradeHorizon,tradedValue,historicalVolatility,participationRate,percentMDV,spread,marketCap,sector,securityType,side,country,transactionCost
3.9871688796655764,96742.90998192776,0.4735485158689389,0.4282784643067118,0.08881913496613042,0.017701716138635016,123722909.48084599,Technology,Bond,Sell,UK,1.4797935857859288
5.314247332595274,97580.57082972839,0.2996137635593247,0.29094015924896055,0.01992196858370765,0.014600787761092564,130806479.59639773,Healthcare,Bond,Buy,Germany,1.8192716923402406
4.091975924478789,98398.2634590284,0.5635418030209226,0.24032764373400625,0.02841842957117288,0.01693206197318603,88936455.0930546,Utilities,ETF,Buy,Canada,1.5138108549507463
3.5876962986647083,102120.82973200959,0.37607416051465276,0.24502391862363782,0.028896852492105853,0.020981204703333603,94920965.87205529,Technology,Stock,Buy,USA,1.3498878612090288
6.465648768921554,102614.1774401775,0.5059932630266328,0.4222858102672872,0.03770539310016988,0.02272893356766178,84922757.72618078,Utilities,ETF,Buy,Germany,2.195070486438435
4.774223699513464,97131.49998030711,0.5277376937958191,0.2312717931190448,0.039332067038518874,0.009142142976197762,107653071.02954984,Utilities,ETF,Sell,USA,1.6965353761383808
5.067528204687924,99878.22703869508,0.6360658595838651,0.1836237494827384,0.054455532465467554,0.01995943399194125,122498650.90606481,Healthcare,Bond,Buy,Canada,1.8121590564274264
3.575251813786543,110711.35179305932,0.3691179600880888,0.13387533675012275,0.01598797633664414,0.020790446126615923,65144560.52237918,Finance,Stock,Buy,Germany,1.2996382510629596
4.455617275474817,108637.71585050356,0.19804878441791746,0.2866772483537634,0.06912466637859893,0.01861227871842224,108188770.61284505,Finance,Bond,Buy,UK,1.569464274556494
5.110922589709866,102181.61834837016,0.5183849544753695,0.29285283956793673,0.01675665393045065,0.026456369195079394,94466564.56561708,Technology,ETF,Buy,UK,1.8036923386389652
3.8490064225776974,100190.017390841,0.6800511181510853,0.4363634841611629,0.031030848210454754,0.022108900371254354,102267887.83933379,Technology,ETF,Sell,USA,1.475302059225784
5.3756980183456715,100600.15663359131,0.6238946352939437,0.1884954785784256,0.050334513060615406,0.026550959540404484,109179880.03348581,Technology,Bond,Buy,USA,1.8914600723227888
4.399361310081195,103067.58986365209,0.5209659415274626,0.25239650946736,0.07964405615234774,0.01892019739824884,96235951.22454357,Healthcare,Bond,Buy,Germany,1.613691337525673
4.708306250206723,94886.03717400797,0.4508363814367953,0.4233622955574764,0.07394692332387273,0.024687387462534627,97928262.9318844,Finance,Bond,Buy,Canada,1.6759276467111692
4.398293387770603,98713.11731288327,0.5807122596637311,0.4294494442995894,0.06455343564105223,0.0281753319726376,95722496.64890721,Technology,Bond,Sell,USA,1.6220648643138265
6.852278184508938,91657.07963061205,0.40264538002955313,0.2538444303915073,0.015577326058017017,0.026558467246363307,119406324.03576563,Technology,Bond,Buy,Germany,2.2724896078681898
4.986502775262066,101996.1156130264,0.5476357769356219,0.28364960931467237,0.05470453456155777,0.014539292032856335,108375199.20254993,Utilities,ETF,Buy,Canada,1.7788345887582562
3.9422890710440996,103235.9796985137,0.5505470159166627,0.2213143563397132,0.008744650179988545,0.018731619612288097,104411670.75474721,Utilities,Bond,Buy,USA,1.466255488445197
5.822544912103189,97584.06768850313,0.606020990749888,0.47302195136772485,0.03773631767966508,0.01827417647275102,74580965.57815434,Technology,Stock,Sell,USA,2.059966694895905
3.7791563500289778,107869.93381645017,0.7759660038911078,0.14745750629663212,0.04135165302899592,0.02244627267538164,92428405.13573691,Utilities,ETF,Sell,Germany,1.4672908852524824
5.208863595004756,93871.1716849883,0.5392415967178767,0.473499769200588,0.003981143944575383,0.023431767775072665,117973383.20678349,Utilities,ETF,Buy,USA,1.8342741179356528
3.040329876120224,92678.1255989509,0.44910363742925014,0.37354658073413727,0.027398809946997185,0.015805536629871317,100753931.46247846,Utilities,Stock,Buy,UK,1.1795117023406616
3.6718139511015693,101122.25909279985,0.49744256878080056,0.31262886107469245,0.09556494672664895,0.020339192569584687,113190629.39178276,Healthcare,Stock,Sell,Canada,1.3864280518768657
5.1968612358691235,105235.49151306077,0.3230924095110882,0.11306362431379835,0.09536326078296896,0.009900363339219318,135330236.00655267,Technology,ETF,Sell,Canada,1.785363991871853
5.738466579995411,108419.63845728934,0.4305286868910942,0.2902384767288033,0.03523270542525393,0.02720972502900945,120772121.38417633,Technology,Bond,Sell,UK,1.9781178444987766
5.17136828118997,97705.5786856553,0.4590717561886896,0.2630992420010929,0.004310010894832406,0.017438128796616534,101863166.75399485,Utilities,ETF,Sell,Germany,1.8007431044278122
4.88435171761176,105393.40416715648,0.4475911602065408,0.16448752479004902,0.017909493932818155,0.020279319699222486,89780216.59608546,Healthcare,ETF,Sell,UK,1.7085785194227354
4.698896304410711,99807.45765249647,0.5152354872033722,0.36256384140026277,0.03922177934335402,0.018451751430059695,48929008.07888203,Utilities,Stock,Buy,UK,1.667224621685517
3.5214780096325726,99136.8635002959,0.41775800676177993,0.4884603629473143,0.09477796979692299,0.025730137875067075,96632301.55054295,Healthcare,ETF,Buy,Canada,1.3710577790937337
4.280155791605291,104418.29968743336,0.6121030667324472,0.32487552442581,0.014119906353718494,0.005812467793013105,93479750.08366302,Technology,Bond,Buy,Germany,1.578105954541007
4.539361229040212,103261.6143920671,0.5000207064918197,0.38590131057757837,0.07635158436682123,0.019916948288370456,107807323.88790752,Utilities,Stock,Buy,USA,1.6514928611199537
6.057122226218915,92118.03921507875,0.49906996788613855,0.12738018102640672,0.010868253937469208,0.01947090621251151,96921895.46050625,Technology,ETF,Sell,UK,2.0464151717056973
5.343618289568461,107382.70174862948,0.46721052834870824,0.2670667983267979,0.09812575773912768,0.017731818062041587,93592298.81126411,Healthcare,ETF,Sell,UK,1.869031099177785
3.236959844637266,106900.45677073726,0.5155190683858979,0.14654339406579836,0.0381616499109135,0.028631132728178164,64412021.389855586,Finance,Bond,Sell,Germany,1.2318101322940158
5.3240839693947954,96872.18649245235,0.5825098264667634,0.34511833421460414,0.07752345388990561,0.015563352705721144,81200643.41699867,Healthcare,ETF,Sell,UK,1.8702142442472087
4.6149177195836835,101979.01766718704,0.41328697842890993,0.4753928632856619,0.034259108281113185,0.023858980886178306,109533020.81601115,Finance,ETF,Sell,Germany,1.6909699463999792
4.323077999694041,102470.1509314137,0.43418835109247433,0.36471109298865545,0.06276688771588088,0.02178126394353042,134318152.6226539,Technology,ETF,Buy,USA,1.581255940149409
5.611676288840868,101303.36882911953,0.46962739712233353,0.13072121932576863,0.019201608474003675,0.02630759626267758,98049492.32508753,Technology,ETF,Buy,Germany,1.9131692460514518
6.030999522495951,97248.4742307729,0.36541290765267853,0.24186648199403316,0.014602101929696255,0.016664054576112475,106556221.47148247,Utilities,Bond,Buy,USA,2.0396557290758075
5.931280119116199,96641.88316030975,0.4180742140278502,0.32026535177634063,0.09380641395681313,0.016335155504381207,119049563.13905612,Finance,ETF,Buy,Germany,2.028444463706768
4.160782476777362,99872.22964504277,0.45237791264553406,0.2612831024533009,0.09176472779044335,0.025480349537386992,83782121.275995,Healthcare,ETF,Buy,UK,1.539132527571427
4.690787624148785,105863.64509629682,0.5874389180712728,0.43345760419006896,0.08874689402128824,0.02212660654165055,107336280.86570884,Technology,ETF,Sell,USA,1.7167540714088687
5.331263431403564,102718.00077297215,0.5262561329001925,0.42586840188399566,0.06254334501665935,0.012275313266616208,85190197.87335683,Finance,Stock,Sell,UK,1.9030272960861012
5.975545127122359,98146.92833956947,0.5193589911367544,0.3447324080412886,0.08082682112162783,0.017303474927683648,117296488.76982023,Healthcare,Bond,Sell,USA,2.0764721173984744
4.52082576215471,103858.49355324173,0.5850897962167972,0.2493831780530821,0.006903693691137492,0.021931913269240304,103028060.95903465,Finance,Stock,Sell,Germany,1.6397612904196301
4.8143410233361825,85757.28689684962,0.4862628211600603,0.20213454950529766,0.03347890418906792,0.024188821107732947,105969036.2796288,Healthcare,Stock,Sell,Germany,1.6788926770878974
3.893665025993972,105743.82850186052,0.539046484992889,0.14234972728525175,0.031370312475715624,0.016603846734035227,84348028.05162822,Healthcare,Bond,Buy,Germany,1.4298825182233605
3.803793375919329,91301.4311061095,0.48967782470675036,0.24195907339462164,0.06356453219526133,0.005428720050915294,114140647.1922157,Healthcare,Stock,Buy,Canada,1.398395738764443
5.812525822394198,98187.79529298434,0.5265362349399628,0.26526900688308785,0.03559577734706405,0.022616115928685166,141694258.42462033,Healthcare,Stock,Buy,Canada,2.0104230396998455
6.356240028570823,94401.65052686929,0.44172413423884177,0.37032917004162946,0.01485067816436808,0.01389839655028012,79841766.09143588,Finance,Stock,Sell,USA,2.1459931957997807
4.927989878419666,93526.59262139547,0.25611828417235705,0.36326392971902943,0.05964670754135437,0.009913306009387944,93204819.84704952,Finance,Bond,Sell,Canada,1.6903732214611145
6.003532897892024,105804.1339368926,0.48657208378136957,0.12804325585650278,0.08143839206690816,0.0058383703750792965,104632149.48336184,Utilities,ETF,Sell,Germany,2.053476928952826
5.361636025047634,97661.49399344054,0.642274813609994,0.25810372617246313,0.03821234944599732,0.024069904300988706,115728124.23991632,Finance,Bond,Sell,Canada,1.891286684022593
4.354880245394876,101732.51940865358,0.5926215402241592,0.1727115468869448,0.013226871509848172,0.020643087252024832,88809074.29421063,Finance,Bond,Buy,Canada,1.5838433318615723
5.361395605508414,99765.39710560408,0.5965397484591171,0.16272508212672226,0.019668819731282306,0.01887171809643874,43339394.1971452,Utilities,Bond,Sell,UK,1.8599369382131863
6.538036566465969,102385.2041361156,0.6236130721806218,0.43092085989489837,0.0237483305169384,0.02694512181481381,127183789.8832805,Finance,Stock,Buy,USA,2.260200881412559
4.964173960890048,100384.10945530128,0.5088657590961437,0.11676608668650301,0.029989759299453623,0.023186623415115362,115210122.39168285,Healthcare,ETF,Sell,USA,1.7480240320146627
6.564643655814006,93585.03887905715,0.5197315707405595,0.26767315036084854,0.06427950705063092,0.028081500213609584,65141049.3902667,Technology,Bond,Buy,USA,2.201849499251013
2.3802548959102556,104981.3340972357,0.438234810456565,0.1672814623066073,0.06009454845377191,0.013036322639165019,87848624.16440888,Technology,Bond,Sell,Canada,0.9967660335633692
5.821902504375224,97531.21708419344,0.468392714397295,0.4517320862713896,0.06960798615670392,0.019827246880230184,131363648.59054652,Utilities,ETF,Sell,Germany,2.0308048967713863
5.087047068238172,92217.09050670125,0.5615771149771142,0.3228162053100141,0.03625019845315132,0.01191643312525993,128955928.36915731,Finance,ETF,Buy,UK,1.8037498458420993
4.7009926495341325,97859.42419517043,0.6203884437168816,0.1925522545507392,0.08239976518799784,0.018853088340722666,118772800.45357889,Finance,ETF,Buy,USA,1.6922194388564564
5.091760776535502,107503.79895317156,0.48605537243190006,0.3009709148665506,0.02040876611557603,0.018756920731166613,96477751.32080275,Utilities,Stock,Sell,Canada,1.8172721880950111
3.012431085399107,104251.10871056747,0.45498107351485884,0.39259454388124637,0.0469040747518154,0.023133068186315355,101659748.37625019,Technology,ETF,Buy,Germany,1.2091195411394482
4.780328112162488,98256.7393279607,0.5000527958856598,0.4832472035677735,0.08009387215414304,0.02022781940570949,97381483.89747746,Healthcare,Stock,Sell,UK,1.712866645043479
5.357112571511746,98253.71147840786,0.5601206748929115,0.18817840169816757,0.018015864773261926,0.023117035691399578,122564795.66537675,Finance,Bond,Sell,UK,1.8670555767285753
6.477894044741516,98391.8247439131,0.3556145183866458,0.45447270885173807,0.010986311374078295,0.02351720066569447,82483151.8700978,Utilities,Stock,Buy,USA,2.181587648393089
4.481729781726353,110383.73991780421,0.2703819046862762,0.47372164566699615,0.08836839676879898,0.030774643386915712,83884006.90231591,Healthcare,ETF,Sell,USA,1.619164578933562
4.191506397106813,101909.67726115776,0.44494631505084165,0.46656821781282654,0.034292966275919594,0.01842351672356938,120205491.73672031,Utilities,Stock,Sell,Germany,1.5566700530649755
4.498242956415464,102150.20823595535,0.3779287574085841,0.354165742744764,0.0683870124909032,0.015294886496668105,99112770.88976876,Utilities,ETF,Buy,Canada,1.6060309725978337
5.915402117702074,105151.4172701592,0.4491859802352689,0.35192826177388314,0.002534860426393848,0.021230418076582044,127569347.10907616,Utilities,Stock,Sell,Germany,2.047161931195815
5.3287511096596845,101193.94579513257,0.48522196811825286,0.2612842532735291,0.06900468884094496,0.01598859986430228,86569755.86038908,Technology,Bond,Sell,USA,1.853882537998382
4.470239796232962,98704.78927089648,0.4546751590976987,0.4009591529215152,0.03161013115469705,0.02740980384218268,98904432.7932235,Technology,Stock,Sell,Germany,1.6287450558842598
5.513267433113356,99018.25075457511,0.6452467534470745,0.3125176073403728,0.0055740853587441744,0.018583909805273836,81551740.30312094,Utilities,Bond,Sell,Canada,1.923713426405715
5.0970775493480405,99641.99370292969,0.532674476460232,0.3709752284913178,0.060981276154811706,0.017172118160630048,100147253.62847134,Finance,ETF,Buy,UK,1.8114671139559897
5.968644990532889,99813.88881745079,0.5300474359610828,0.2713831615395182,0.024080381607317326,0.01764342139424441,70429061.26002403,Healthcare,Bond,Buy,UK,2.0345050539198324
4.297946906122648,103638.1477181849,0.5622207144043402,0.3925985856172557,0.038680724205188005,0.023592087117358204,90247331.58090074,Finance,ETF,Buy,UK,1.6087536661903088
4.672337853402232,100259.7294290365,0.3861166882219231,0.42978860704181965,0.00805808122865136,0.019211265083842573,71274922.70143765,Technology,ETF,Sell,UK,1.6741716716466657
4.607891846867842,103663.2003860779,0.6039111787420268,0.15857450264112646,0.014716325109494534,0.01679166589934809,113878464.66382517,Healthcare,Bond,Buy,USA,1.6476080462418052
3.5364850518678814,99596.41709945709,0.49242357134645404,0.43317188622969127,0.029797723549584376,0.028326759588117655,114331786.79519303,Utilities,Bond,Buy,USA,1.3551420350788175
5.296120277064576,100393.17595158046,0.5670480617241213,0.3161186127161229,0.008975950056015715,0.01571915079669125,65394745.390313104,Finance,Stock,Buy,Canada,1.8648529084505439
5.261055272179889,90008.99657733947,0.39281427669598445,0.4378663636360898,0.09108262646863152,0.02017783037016497,126677714.91001146,Finance,Stock,Sell,Canada,1.8428415902362603
5.005113456642461,104581.63837351241,0.34462412339839354,0.2725206825364058,0.0006047043183978418,0.023261530758051152,149948302.52839708,Utilities,Bond,Buy,Canada,1.7676013009356273
4.765412866624853,101732.44237948996,0.5817889658025028,0.251616194153214,0.048386021886431145,0.011843324447914635,100920127.73472682,Finance,Bond,Buy,Canada,1.7137050966680725
3.5846292579495858,104990.05054929826,0.5376409526097516,0.46602429300688897,0.012324745813255145,0.022401302507029625,87177714.7955071,Technology,Bond,Sell,Germany,1.397491405102813
4.579354677234641,85518.72310903156,0.409794844564249,0.20046770701936054,0.030767908947794853,0.014724461622597752,156486611.8200609,Utilities,Bond,Sell,Canada,1.620262410151447
4.65728548347323,110441.87352390363,0.4130336918725306,0.4376849301144573,0.09260595598182655,0.024113913904170014,73620630.03394979,Finance,ETF,Sell,UK,1.6825920421822014
4.197722730778381,99302.05185922413,0.6125434784414769,0.29360822900376166,0.016169455327398687,0.015186744940405119,100402129.33738197,Utilities,Bond,Sell,UK,1.5392162781546797
4.838714288333991,105540.91408368759,0.3810588107132672,0.3056381770205039,0.09658323197183327,0.023463845159244302,103592445.45263846,Healthcare,Bond,Sell,UK,1.7010985504782727
5.404050856814538,94800.47036437235,0.6642672953255964,0.2233873125957936,0.020579437698942174,0.025529165331473563,126902952.40904829,Utilities,Bond,Sell,Germany,1.9009392564379606
6.88618590121053,103063.86952531285,0.4099379265352131,0.3292168802476063,0.07415661084668296,0.024307182628164024,107194779.50253578,Finance,Bond,Buy,Canada,2.2964747443318343
5.174577812831839,94732.92218413172,0.5638391925608383,0.23008447851048452,0.05466772648973117,0.02125658324119051,90027322.08423097,Technology,ETF,Buy,UK,1.8131828405392396
5.2575503907227645,96881.15519652098,0.46713815242510154,0.11570776569666093,0.08844787275967592,0.018843495285351505,80976312.59224087,Utilities,Stock,Sell,UK,1.8051601344411814
4.925554084233832,109570.15676933393,0.5603187431082343,0.20879944213774243,0.0553993255503131,0.01711790211832578,93163563.59507729,Utilities,Stock,Sell,UK,1.7807675554736333
3.0812287847009587,99046.58799618327,0.44558859978858073,0.10255161736263628,0.053455921915630866,0.02735517345408552,79861452.78109711,Finance,Stock,Buy,UK,1.177341646412619
4.973486124550783,101087.16436589861,0.48372070939277056,0.4913419148227427,0.01954580003683999,0.016502523899161785,100956506.39569366,Technology,Stock,Sell,USA,1.7824628949912316
5.060230209941026,104350.33865344377,0.5040919175395722,0.486298883927899,0.016622936205165872,0.014814669632150019,88716076.40279026,Technology,Stock,Sell,Canada,1.7960272824433263
7.463242112485286,102478.40943986303,0.39978125442185275,0.25806211898892206,0.09164891511155143,0.02332684467516415,70119244.13420498,Healthcare,ETF,Buy,Canada,2.448243861211124
4.807639035218878,100752.09452571788,0.5740824345420126,0.3913483417358584,0.03278381988500341,0.016019315984067525,125102915.76749808,Healthcare,Stock,Sell,Germany,1.7513221859398636
5.301547342333612,101824.80501233113,0.44867864335284147,0.23832243936417,0.0372082254962896,0.015249682512669364,90046549.53141922,Finance,ETF,Sell,USA,1.8376978158258517
4.965288230294757,112017.07792619137,0.47714000846599813,0.3684372628343905,0.07598236584283885,0.012781978689151176,74637263.90049374,Technology,ETF,Buy,Germany,1.8035821041842692
3.8313219623804677,99711.90601483207,0.40056506253914875,0.4221720172183917,0.03388234824228074,0.01758545080269741,96634817.31024916,Technology,Stock,Buy,UK,1.426316448576051
6.1428228145150205,101005.49523357484,0.24376663412046895,0.47870249787689634,0.09520624466390028,0.019586424880517535,101367431.31935318,Healthcare,Stock,Buy,Germany,2.088024415303094
5.751933032686774,105253.27198003806,0.4808972237399831,0.2600849103398688,0.07379277689988004,0.021215458638303493,65070665.48841933,Healthcare,Stock,Buy,UK,1.9667327160717425
5.791031947043047,105527.62966478991,0.7412615421612916,0.41331919318241905,0.059742924257342005,0.024756531221497416,106632953.34251526,Finance,Bond,Buy,UK,2.07309353004016
4.090612545205261,105935.1515278019,0.5784604287898024,0.2063713802528475,0.08808951605447525,0.02263448961832897,79056848.62619472,Technology,ETF,Sell,Canada,1.5042554820164031
6.402794310936099,103193.65111014592,0.4980739620265605,0.49613292151745936,0.004960590834948275,0.0190456389022341,134220576.18381575,Utilities,Stock,Sell,Canada,2.2182458015489863
3.598148937207719,94284.97543634758,0.47371091707917323,0.11030783950574047,0.025706269218920875,0.0190090216181014,110479210.2415347,Healthcare,Bond,Sell,Canada,1.3364680539199534
5.58685709380027,108167.15766150548,0.5022465892812047,0.3414115226004484,0.046503633422091,0.02255078734457592,92002000.19781367,Finance,ETF,Sell,Canada,1.9577309392872635
7.190455625809978,94268.27303490657,0.554711911517521,0.3638023926605308,0.022697853947152104,0.026362850814642846,85096644.593653,Technology,Bond,Sell,Canada,2.423639039404173
4.009463674869312,101513.17732619516,0.3819187184691155,0.37521822282965156,0.0743905187302152,0.020631570997416002,97900645.84872752,Technology,Bond,Buy,USA,1.4699519226401225
4.433702270397228,96228.62074990322,0.6114321694668872,0.1481550315156356,0.09192080310537253,0.017654345728947956,112255814.8316658,Healthcare,Stock,Sell,Canada,1.6214678021191313
5.099651365087642,99679.30826703504,0.5715381315441244,0.47541191338925215,0.042377011993092344,0.015035669994572273,99490117.428296,Finance,ETF,Sell,Germany,1.8171417931369664
4.496524345883801,101643.81205151741,0.5718185725707935,0.17247331162003313,0.034213260011189496,0.012773973677938873,95656823.85726286,Utilities,Bond,Sell,UK,1.6282418310674671
3.4493365689338673,101606.78607725137,0.5438475738809727,0.34910136129593644,0.09615507321375663,0.023331348360217614,101167405.81635791,Healthcare,ETF,Sell,Canada,1.3374709176453115
5.068562974806027,102109.60377117642,0.501961665769399,0.18907043164923398,0.044485243282754085,0.022889892618197787,87922821.3752609,Finance,Stock,Sell,USA,1.7694488759671856
3.937696286273895,108068.55634529324,0.567286123596682,0.22288656680850838,0.04890484004492832,0.02288681762553331,93135881.46313925,Technology,ETF,Buy,Germany,1.4584173991095837
5.473592430635182,102267.6715075699,0.5591814133741378,0.3185834166912498,0.03516498723419054,0.019356702768239722,58284151.22189992,Utilities,Bond,Sell,Germany,1.9067502243463486
4.080575765766197,98779.21682354675,0.4645959289058976,0.26687736742583057,0.09095484730121384,0.027034673729458752,119474524.61704735,Finance,Bond,Sell,UK,1.4967557544543766
6.54993440501754,104820.43584144178,0.4426398227103099,0.16409024039060252,0.05689554832818508,0.017579407527075912,105975955.60643524,Utilities,ETF,Sell,Germany,2.205811047675321
4.216746707663763,105947.3524446232,0.5101856295261986,0.1683745609683393,0.07621745871816447,0.024776346186036028,84530883.11933139,Finance,Bond,Sell,Germany,1.542965654807541
4.677938483794325,93861.96092431503,0.6549020151495187,0.2672579152651199,0.08118067183508865,0.019806285525052286,137974699.62710476,Finance,Bond,Sell,Germany,1.6919065587545727
5.81351721736967,102987.00034924928,0.3760892924346099,0.4029131913102003,0.03418490419172582,0.01695824617660331,101740329.60784774,Finance,Bond,Sell,Germany,2.0204227225076696
3.769135683566045,103505.8637115545,0.353247473424756,0.45918585873911544,0.043369433132038004,0.02296265153658881,79277128.56049606,Finance,Stock,Buy,USA,1.4026517529208398
5.22745993460413,98512.18248320004,0.5164760841236516,0.13365106490375314,0.08484717744062648,0.02204818059341997,117134748.42940918,Utilities,Stock,Sell,UK,1.8291687041515021
6.307142754282428,106878.5340665581,0.5050887701856018,0.25724156302376044,0.036325535167581025,0.02178486379633463,107960964.33018525,Healthcare,Bond,Buy,Canada,2.1589051034660827
3.3925167654387725,99249.72206483736,0.5173341664370408,0.14009822548915066,0.07939351334518513,0.020406392110280995,107891599.70968439,Utilities,ETF,Buy,Germany,1.2880271950895066
5.184633858532305,100627.88226735771,0.5243953197908501,0.10663699225303916,0.09409923225744371,0.019810534591415845,91484887.90696819,Finance,Stock,Sell,USA,1.8054566520656883
5.259882794248424,99134.64087858066,0.4776797745365195,0.36468747305758265,0.0623210373068007,0.03194185996435219,109009914.4755607,Utilities,ETF,Sell,UK,1.842537214486672
5.78182287177731,100077.89523790733,0.6489863438602083,0.34097977678663516,0.0741627287451889,0.025921283225980866,94764834.19557811,Utilities,Bond,Sell,Canada,2.0216712514223225
3.763049289121918,94518.62456552399,0.33990960215234844,0.1652076455259545,0.08050973120411349,0.02361413447492756,111118829.03291684,Utilities,Bond,Buy,UK,1.3518509855312772
3.6795433869157237,92799.74558702853,0.4171502975219754,0.19352513323722564,0.08450396488966426,0.020558995791016943,61901110.91978722,Finance,ETF,Sell,USA,1.3336731330251792
5.521941565616897,107972.52531612485,0.48967452398509526,0.10948310145780736,0.0395053337856796,0.025035786002983347,91322530.74041621,Utilities,Stock,Sell,USA,1.9026464925949633
5.296984673233186,95765.19325840836,0.3356811188845833,0.4339788822777615,0.005126345917599817,0.02258997388195726,134443101.95616388,Technology,ETF,Sell,USA,1.8549597268995925
5.250492850345877,95043.03825271847,0.4824145595567929,0.48987623841942063,0.04018762712367396,0.02013102376387018,84658650.89199398,Finance,ETF,Buy,Germany,1.8455632334581178
5.346448209496976,89233.04943198143,0.6661470165728018,0.15418381471787634,0.06737562297840897,0.018482178373670426,87923234.05013627,Utilities,Bond,Buy,USA,1.8538820073461737
4.319975278421509,96805.19126155249,0.5020886488295961,0.19259008550611925,0.04503503857807928,0.01959541331168656,91040773.2310005,Technology,Stock,Sell,Canada,1.5538602072487673
5.232253697161004,93384.55103296251,0.5230700905718684,0.44736380957877364,0.07489631508603986,0.00414787132060972,75703877.28222713,Utilities,ETF,Buy,Germany,1.8424117528050628
5.293072473298682,108210.07580068185,0.373983523482742,0.47058551918247393,0.03569824294686639,0.021053004196488208,55834384.47543496,Healthcare,Stock,Sell,UK,1.849189538629635
4.285648581973632,105049.08544671317,0.43836385919605225,0.2678509531227241,0.06347441411040296,0.017557619599448203,95388272.02952774,Utilities,Bond,Buy,Canada,1.560728194821261
6.865774511144757,96559.24827411138,0.4624803619676063,0.12024898890762965,0.018641980485397457,0.02796334999141442,102717188.48163314,Utilities,Stock,Sell,Germany,2.2751787965561467
5.4738329209117875,111262.17902672154,0.4682284903243766,0.11575673347712777,0.0749369436644957,0.02009672035405877,98949898.62922695,Healthcare,Bond,Buy,USA,1.8943644527648411
3.8086965027973516,104908.82743495797,0.6281643795003768,0.3295799464276042,0.054569596881302584,0.01405518290232519,97102428.76104227,Finance,Stock,Sell,UK,1.45088559399723
5.65655360863383,98375.8430824569,0.5557691060725125,0.2571580435572716,0.02040643885466006,0.01975059922935941,100860817.41700776,Healthcare,ETF,Sell,USA,1.9693430457968715
4.025318329772679,87502.97142563213,0.3888542043062968,0.11146097103106181,0.029191117349780728,0.01476939457468748,120456829.43101528,Finance,Bond,Buy,Canada,1.425574836256567
5.787084603742452,111454.7128629537,0.5246504778432005,0.3333009569250227,0.07486087085818324,0.022367037078562333,96191076.28141567,Healthcare,ETF,Buy,Canada,2.0284916091838765
6.158595579007404,93052.13766618202,0.5498221748496785,0.10452101463560899,0.04826012356615207,0.021454736821697427,88518348.4582546,Utilities,Bond,Buy,Germany,2.0622451368049832
